Cuenca,Bungahan,13.87054379,121.0544711,CUE
Cuenca,Calumayin,13.94208897,121.0594062,CUE
Cuenca,Dalipit East,13.86869737,121.0319866,CUE
Cuenca,Dalipit West,13.86841255,121.027371,CUE
Cuenca,Dita,13.92048357,121.0726851,CUE
Cuenca,Don Juan,13.90966822,121.0332211,CUE
Cuenca,Emmanuel,13.883778,121.0517301,CUE
Cuenca,Ibabao,13.90858683,121.0707289,CUE
Cuenca,Labac,13.89661238,121.0596351,CUE
Cuenca,Pinagkaisahan,13.90804359,121.0527905,CUE
Cuenca,San Felipe,13.89083916,121.0421637,CUE
Cuenca,San Isidro,13.9087,121.0611,CUE
Laurel,As-Is,14.05624297,120.9199832,LAU
Laurel,Balakilong,14.06734625,120.9340044,LAU
Laurel,Barangay 1,14.05397805,120.9318861,LAU
Laurel,Barangay 2,14.05198293,120.9314492,LAU
Laurel,Barangay 3,14.04983286,120.9337907,LAU
Laurel,Barangay 4,14.05380473,120.933748,LAU
Laurel,Barangay 5,14.04587313,120.9283396,LAU
Laurel,Berinayan,14.07148103,120.9526091,LAU
Laurel,Bugaan East,14.04355003,120.9400055,LAU
Laurel,Bugaan West,14.04120947,120.9359924,LAU
Laurel,Buso-buso,14.0243129,120.947952,LAU
Laurel,Dayap Itaas,14.05605809,120.8516833,LAU
Laurel,Gulod,14.03425536,120.9408824,LAU
Laurel,J. Leviste,14.07095901,120.9416547,LAU
Laurel,Molinete,14.06346164,120.9239112,LAU
Laurel,Niyugan,14.07011434,120.8895383,LAU
Laurel,Paliparan,14.05562585,120.8986849,LAU
Laurel,San Gabriel,14.04082539,120.9044118,LAU
Laurel,San Gregorio,14.02937278,120.8728085,LAU
Laurel,Santa Maria,14.04564876,120.8930267,LAU
Laurel,Ticub,14.03093414,120.909915,LAU
Mataas Na Kahoy,Bayorbor,13.98011992,121.0956074,MNK
Mataas Na Kahoy,Bubuyan,13.98424169,121.1083841,MNK
Mataas Na Kahoy,Calingatan,13.9617204,121.1207993,MNK
Mataas Na Kahoy,District I,13.95533074,121.1101794,MNK
Mataas Na Kahoy,District II,13.95596319,121.1150109,MNK
Mataas Na Kahoy,District III,13.9615,121.1093,MNK
Mataas Na Kahoy,District IV,13.9549,121.1193,MNK
Mataas Na Kahoy,Kinalaglagan,14.0022,121.0954,MNK
Mataas Na Kahoy,Loob,13.98132383,121.1140546,MNK
Mataas Na Kahoy,Lumang Lipa,13.9700267,121.0834664,MNK
Mataas Na Kahoy,Manggahan,13.9657065,121.090285,MNK
Mataas Na Kahoy,Nangkaan,13.9878,121.0894,MNK
Mataas Na Kahoy,San Sebastian,13.9837,121.1021,MNK
Mataas Na Kahoy,Santol,13.9684,121.1045,MNK
Mataas Na Kahoy,Upa,13.96957629,121.0833736,MNK
San Nicolas,Abelo,13.92463402,120.9568911,SAN
San Nicolas,Balete,13.91651076,120.9681848,SAN
San Nicolas,Baluk-baluk,13.92189476,120.9583348,SAN
San Nicolas,Bancoro,13.91129627,120.9718361,SAN
San Nicolas,Bangin,13.91819422,120.9367142,SAN
San Nicolas,Calangay,13.91589376,120.9397257,SAN
San Nicolas,Hipit ,13.91791688,120.9552693,SAN
San Nicolas,Maabud North,13.91064788,120.9625033,SAN
San Nicolas,Maabud South,13.91066668,120.9625107,SAN
San Nicolas,Munlawin,13.91111094,120.9545578,SAN
San Nicolas,Pansipit ,13.92313715,120.9463857,SAN
San Nicolas,Poblacion,13.92957235,120.9510797,SAN
San Nicolas,Pulang-Bato,13.92957994,120.9510894,SAN
San Nicolas,Sto. Nino,13.91261841,120.9462219,SAN
San Nicolas,Sinturisan,13.91050553,120.9402419,SAN
San Nicolas,Tagudtod,13.91933439,120.9594837,SAN
San Nicolas,Talang,13.92038073,120.9481634,SAN
Sta. Teresita,Antipolo,13.8805,120.9757,STA
Sta. Teresita,Bihis,13.87871311,120.9658741,STA
Sta. Teresita,Burol,13.89574829,120.9675106,STA
Sta. Teresita,Calayaan,13.86574587,120.9559688,STA
Sta. Teresita,Calumala,13.88915009,120.9791056,STA
Sta. Teresita,Cuta East,13.86628929,120.9896024,STA
Sta. Teresita,Cutang Cawayan,13.8733,120.9854,STA
Sta. Teresita,Irukan,13.86582771,120.94827,STA
Sta. Teresita,Pacifico,13.86102119,120.9619225,STA
Sta. Teresita,Poblacion I,13.87121374,120.9748863,STA
Sta. Teresita,Poblacion II,13.86785978,120.9794997,STA
Sta. Teresita,Poblacion III,13.86869307,120.9698009,STA
Sta. Teresita,Saimsim,13.9053146,120.9781542,STA
Sta. Teresita,Sampa,13.86102119,120.9619225,STA
Sta. Teresita,Sinipian,13.87706837,120.9694727,STA
Sta. Teresita,Tambo Ibaba,13.89704483,120.9762531,STA
Sta. Teresita,Tambo Ilaya,13.8997549,120.9726723,STA
Talisay,Aya,14.09964042,121.0403622,TAL
Talisay,Balas,14.09005193,120.9963234,TAL
Talisay,Banga,14.09404042,121.0122614,TAL
Talisay,Buco,14.08467618,120.9864893,TAL
Talisay,Caloocan,14.09482131,120.9768261,TAL
Talisay,Leynes,14.09441893,120.9717825,TAL
Talisay,Miranda,14.10973745,121.014517,TAL
Talisay,Poblacion 1,14.09797895,121.0227396,TAL
Talisay,Poblacion 2,14.09139784,121.0236796,TAL
Talisay,Poblacion 3,14.09837188,121.0198721,TAL
Talisay,Poblacion 4,14.09315672,121.019908,TAL
Talisay,Poblacion 5,14.0935,121.0209,TAL
Talisay,Poblacion 7,14.0918,121.0206,TAL
Talisay,Poblacion 8,14.0899,121.02,TAL
Talisay,Quiling,14.0948424,121.0381213,TAL
Talisay,Sampaloc,14.0867087,120.9717709,TAL
Talisay,San Guillermo,14.10517873,120.9961785,TAL
Talisay,Santa Maria,14.08633262,121.003638,TAL
Talisay,Tranca,14.12068128,121.0572919,TAL
Talisay,Tumaway,14.09385323,121.0289233,TAL
Tanauan,Altura Bata,14.12692606,121.0771054,TAN
Tanauan,Altura Matanda,14.13345275,121.0856259,TAN
Tanauan,Altura-South,14.12891421,121.0863958,TAN
Tanauan,Ambulong,14.08736447,121.0600464,TAN
Tanauan,Bagbag,14.03476758,121.0916138,TAN
Tanauan,Bagumbayan,14.07861824,121.1380755,TAN
Tanauan,Balele,14.06268144,121.0916285,TAN
Tanauan,Banadero,14.08361107,121.0710751,TAN
Tanauan,Banjo East,14.05666378,121.142996,TAN
Tanauan,Banjo Laurel,14.05320384,121.1318421,TAN
Tanauan,Bilog-bilog,14.114167,121.0875,TAN
Tanauan,Boot,14.05605862,121.0860595,TAN
Tanauan,Cale,14.11647226,121.0986209,TAN
Tanauan,Darasa,14.06755906,121.1531345,TAN
Tanauan,Gonzales,14.071111,121.077222,TAN
Tanauan,Hidalgo,14.07129951,121.1407333,TAN
Tanauan,Janopol,14.08170523,121.0866615,TAN
Tanauan,Janopol Oriental,14.08165386,121.0866545,TAN
Tanauan,Laurel,14.14921588,121.1095569,TAN
Tanauan,Luyos,14.12379187,121.0715567,TAN
Tanauan,Mabini,14.05997028,121.1142527,TAN
Tanauan,Malaking Pulo,14.1386881,121.0916977,TAN
Tanauan,Maria Paz,14.0488384,121.0730001,TAN
Tanauan,Maugat,14.10176102,121.0676086,TAN
Tanauan,Montaña,14.12792176,121.0626369,TAN
Tanauan,Natatas,14.0830673,121.1247076,TAN
Tanauan,Pagaspas,14.1042223,121.1343663,TAN
Tanauan,Pantay Bata,14.12519127,121.1145519,TAN
Tanauan,Pantay Matanda,14.11897279,121.1200102,TAN
Tanauan,Poblacion Barangay 1,14.08628265,121.1524664,TAN
Tanauan,Poblacion Barangay 2,14.10977796,121.1430758,TAN
Tanauan,Poblacion Barangay 3,14.078889,121.153889,TAN
Tanauan,Poblacion Barangay 4,14.08980094,121.147901,TAN
Tanauan,Poblacion Barangay 5,14.08185994,121.1482358,TAN
Tanauan,Poblacion Barangay 6,14.08730252,121.1457681,TAN
Tanauan,Poblacion Barangay 7,14.08,121.145,TAN
Tanauan,Sala,14.10571378,121.1153316,TAN
Tanauan,Sambat,14.08570451,121.136828,TAN
Tanauan,San Jose,14.11170188,121.065169,TAN
Tanauan,Santol,14.15254428,121.0827144,TAN
Tanauan,Santor,14.09252133,121.1156732,TAN
Tanauan,Sulpoc,14.1381518,121.0678276,TAN
Tanauan,Suplang,14.151667,121.060833,TAN
Tanauan,Talaga,14.09925989,121.0917915,TAN
Tanauan,Tinurik,14.06563679,121.1252566,TAN
Tanauan,Trapiche,14.09835292,121.1240131,TAN
Tanauan,Ulango,14.13458079,121.108953,TAN
Tanauan,Wawa,14.0643125,121.0762799,TAN
